"gs_name","gs_description"
"WP_PILOCYTIC_ASTROCYTOMA","Pilocytic astrocytoma"
"WP_PKCGAMMA_CALCIUM_SIGNALING_PATHWAY_IN_ATAXIA","PKC-gamma calcium signaling pathway in ataxia"
"WP_PLATELETMEDIATED_INTERACTIONS_WITH_VASCULAR_AND_CIRCULATING_CELLS","Platelet-mediated interactions with vascular and circulating cells"
"WP_PPAR_ALPHA_PATHWAY","PPAR Alpha Pathway"
"WP_PPAR_SIGNALING_PATHWAY","PPAR signaling pathway"
"WP_PRADERWILLI_AND_ANGELMAN_SYNDROME","Prader-Willi and Angelman Syndrome"
"WP_PREGNANE_X_RECEPTOR_PATHWAY","Pregnane X Receptor pathway"
"WP_PREIMPLANTATION_EMBRYO","Preimplantation Embryo"
"WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS","Primary Focal Segmental Glomerulosclerosis FSGS"
"WP_PRION_DISEASE_PATHWAY","Prion disease pathway"
"WP_PROLACTIN_SIGNALING_PATHWAY","Prolactin Signaling Pathway"
"WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION","Prostaglandin Synthesis and Regulation"
"WP_PROTEASOME_DEGRADATION","Proteasome Degradation"
"WP_PROTEOGLYCAN_BIOSYNTHESIS","Proteoglycan biosynthesis"
"WP_PROXIMAL_TUBULE_TRANSPORT","Proximal tubule transport"
"WP_PTF1A_RELATED_REGULATORY_PATHWAY","PTF1A related regulatory pathway"
"WP_PURINE_METABOLISM","Purine metabolism"
"WP_PURINE_METABOLISM_AND_RELATED_DISORDERS","Purine metabolism and related disorders"
"WP_PURINERGIC_SIGNALING","Purinergic signaling"
"WP_PYRIMIDINE_METABOLISM","Pyrimidine metabolism"
"WP_PYRIMIDINE_METABOLISM_AND_RELATED_DISEASES","Pyrimidine metabolism and related diseases"
"WP_RAC1PAK1P38MMP2_PATHWAY","RAC1/PAK1/p38/MMP2 Pathway"
"WP_RALA_DOWNSTREAM_REGULATED_GENES","RalA downstream regulated genes"
"WP_RANKLRANK_RECEPTOR_ACTIVATOR_OF_NFKB_LIGAND_SIGNALING_PATHWAY","RANKL/RANK (Receptor activator of NFKB (ligand)) Signaling Pathway"
"WP_RAS_SIGNALING","Ras Signaling"
"WP_REGUCALCIN_IN_PROXIMAL_TUBULE_EPITHELIAL_KIDNEY_CELLS","Regucalcin in proximal tubule epithelial kidney cells"
"WP_REGULATION_OF_ACTIN_CYTOSKELETON","Regulation of Actin Cytoskeleton"
"WP_REGULATION_OF_APOPTOSIS_BY_PARATHYROID_HORMONERELATED_PROTEIN","Regulation of Apoptosis by Parathyroid Hormone-related Protein"
"WP_REGULATION_OF_MICROTUBULE_CYTOSKELETON","Regulation of Microtubule Cytoskeleton"
"WP_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASEANAPHASE_TRANSITION","Regulation of sister chromatid separation at the metaphase-anaphase transition"
"WP_REGULATION_OF_TOLLLIKE_RECEPTOR_SIGNALING_PATHWAY","Regulation of toll-like receptor signaling pathway"
"WP_REGULATION_OF_WNTBCATENIN_SIGNALING_BY_SMALL_MOLECULE_COMPOUNDS","Regulation of Wnt/B-catenin Signaling by Small Molecule Compounds"
"WP_REGULATORY_CIRCUITS_OF_THE_STAT3_SIGNALING_PATHWAY","Regulatory circuits of the STAT3 signaling pathway"
"WP_RELATIONSHIP_BETWEEN_INFLAMMATION_COX2_AND_EGFR","Relationship between inflammation, COX-2 and EGFR"
"WP_RENIN_ANGIOTENSIN_ALDOSTERONE_SYSTEM_RAAS","Renin Angiotensin Aldosterone System (RAAS)"
"WP_RESISTIN_AS_A_REGULATOR_OF_INFLAMMATION","Resistin as a regulator of inflammation"
"WP_RETINOBLASTOMA_GENE_IN_CANCER","Retinoblastoma Gene in Cancer"
"WP_RETT_SYNDROME_CAUSING_GENES","Rett syndrome causing genes"
"WP_ROBO4_AND_VEGF_SIGNALING_PATHWAYS_CROSSTALK","Robo4 and VEGF Signaling Pathways Crosstalk"
"WP_ROLE_OF_ALTERED_GLYCOLYSATION_OF_MUC1_IN_TUMOUR_MICROENVIRONMENT","Role of Altered Glycolysation of MUC1 in Tumour Microenvironment"
"WP_ROLE_OF_OSX_AND_MIRNAS_IN_TOOTH_DEVELOPMENT","Role of Osx and miRNAs in tooth development"
"WP_SARS_CORONAVIRUS_AND_INNATE_IMMUNITY","SARS coronavirus and innate immunity"
"WP_SARSCOV2_AND_ANGIOTENSINCONVERTING_ENZYME_2_RECEPTOR_MOLECULAR_MECHANISMS","SARS-CoV-2 and Angiotensin-converting enzyme 2 receptor: molecular mechanisms"
"WP_SCFA_AND_SKELETAL_MUSCLE_SUBSTRATE_METABOLISM","SCFA and skeletal muscle substrate metabolism"
"WP_SECRETION_OF_HYDROCHLORIC_ACID_IN_PARIETAL_CELLS","Secretion of Hydrochloric Acid in Parietal Cells"
"WP_SELECTIVE_EXPRESSION_OF_CHEMOKINE_RECEPTORS_DURING_TCELL_POLARIZATION","Selective expression of chemokine receptors during T-cell polarization"
"WP_SELENIUM_MICRONUTRIENT_NETWORK","Selenium Micronutrient Network"
"WP_SENESCENCE_AND_AUTOPHAGY_IN_CANCER","Senescence and Autophagy in Cancer"
"WP_SEROTONIN_AND_ANXIETY","Serotonin and anxiety"
"WP_SEROTONIN_AND_ANXIETYRELATED_EVENTS","Serotonin and anxiety-related events"
"WP_SEROTONIN_RECEPTOR_2_AND_ELKSRFGATA4_SIGNALING","Serotonin Receptor 2 and ELK-SRF/GATA4 signaling"
"WP_SEROTONIN_RECEPTOR_467_AND_NR3C_SIGNALING","Serotonin Receptor 4/6/7 and NR3C Signaling"
"WP_SEROTONIN_TRANSPORTER_ACTIVITY","Serotonin Transporter Activity"
"WP_SIGNAL_TRANSDUCTION_OF_S1P_RECEPTOR","Signal Transduction of S1P Receptor"
"WP_SIGNAL_TRANSDUCTION_THROUGH_IL1R","Signal transduction through IL1R"
"WP_SIGNALING_OF_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR","Signaling of Hepatocyte Growth Factor Receptor"
"WP_SIGNALING_PATHWAYS_IN_GLIOBLASTOMA","Signaling Pathways in Glioblastoma"
"WP_SIMPLIFIED_DEPICTION_OF_MYD88_DISTINCT_INPUTOUTPUT_PATHWAY","Simplified Depiction of MYD88 Distinct Input-Output Pathway"
"WP_SIMPLIFIED_INTERACTION_MAP_BETWEEN_LOXL4_AND_OXIDATIVE_STRESS_PATHWAY","Simplified Interaction Map Between LOXL4 and Oxidative Stress Pathway"
"WP_SLEEP_REGULATION","Sleep regulation"
"WP_SMALL_CELL_LUNG_CANCER","Small cell lung cancer"
"WP_SMALL_LIGAND_GPCRS","Small Ligand GPCRs"
"WP_SOMATIC_SEX_DETERMINATION","Somatic Sex determination"
"WP_SOMATROPH_AXIS_GH_AND_ITS_RELATIONSHIP_TO_DIETARY_RESTRICTION_AND_AGING","Somatroph axis (GH) and its relationship to dietary restriction and aging"
"WP_SOMITOGENESIS_IN_THE_CONTEXT_OF_SPONDYLOCOSTAL_DYSOSTOSIS","Somitogenesis in the context of spondylocostal dysostosis"
"WP_SPHINGOLIPID_METABOLISM_GENERAL_OVERVIEW","Sphingolipid Metabolism (general overview)"
"WP_SPHINGOLIPID_METABOLISM_INTEGRATED_PATHWAY","Sphingolipid Metabolism (integrated pathway)"
"WP_SPHINGOLIPID_PATHWAY","Sphingolipid pathway"
"WP_SPINAL_CORD_INJURY","Spinal Cord Injury"
"WP_SPLICING_FACTOR_NOVA_REGULATED_SYNAPTIC_PROTEINS","Splicing factor NOVA regulated synaptic proteins"
"WP_SREBF_AND_MIR33_IN_CHOLESTEROL_AND_LIPID_HOMEOSTASIS","SREBF and miR33 in cholesterol and lipid homeostasis"
"WP_SRF_AND_MIRS_IN_SMOOTH_MUSCLE_DIFFERENTIATION_AND_PROLIFERATION","SRF and miRs in Smooth Muscle Differentiation and Proliferation"
"WP_STATIN_PATHWAY","Statin Pathway"
"WP_STEROID_BIOSYNTHESIS","Steroid Biosynthesis"
"WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALLING","Sterol Regulatory Element-Binding Proteins (SREBP) signalling"
"WP_STRIATED_MUSCLE_CONTRACTION_PATHWAY","Striated Muscle Contraction Pathway"
"WP_STRUCTURAL_PATHWAY_OF_INTERLEUKIN_1_IL1","Structural Pathway of Interleukin 1 (IL-1)"
"WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS","Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways"
"WP_SULFATION_BIOTRANSFORMATION_REACTION","Sulfation Biotransformation Reaction"
"WP_SULINDAC_METABOLIC_PATHWAY","Sulindac Metabolic Pathway"
"WP_SUPRESSION_OF_HMGB1_MEDIATED_INFLAMMATION_BY_THBD","Supression of HMGB1 mediated inflammation by THBD"
"WP_SYNAPTIC_SIGNALING_PATHWAYS_ASSOCIATED_WITH_AUTISM_SPECTRUM_DISORDER","Synaptic signaling pathways associated with autism spectrum disorder"
"WP_SYNAPTIC_VESICLE_PATHWAY","Synaptic Vesicle Pathway"
"WP_SYNTHESIS_AND_DEGRADATION_OF_KETONE_BODIES","Synthesis and Degradation of Ketone Bodies"
"WP_TAMOXIFEN_METABOLISM","Tamoxifen metabolism"
"WP_TARGET_OF_RAPAMYCIN_TOR_SIGNALING","Target Of Rapamycin (TOR) Signaling"
"WP_TCA_CYCLE_AKA_KREBS_OR_CITRIC_ACID_CYCLE","TCA Cycle (aka Krebs or citric acid cycle)"
"WP_TCA_CYCLE_AND_DEFICIENCY_OF_PYRUVATE_DEHYDROGENASE_COMPLEX_PDHC","TCA Cycle and Deficiency of Pyruvate Dehydrogenase complex (PDHc)"
"WP_TCA_CYCLE_NUTRIENT_UTILIZATION_AND_INVASIVENESS_OF_OVARIAN_CANCER","TCA Cycle Nutrient Utilization and Invasiveness of Ovarian Cancer"
"WP_TCELL_ANTIGEN_RECEPTOR_TCR_PATHWAY_DURING_STAPHYLOCOCCUS_AUREUS_INFECTION","T-Cell antigen Receptor (TCR) pathway during Staphylococcus aureus infection"
"WP_TCELL_ANTIGEN_RECEPTOR_TCR_SIGNALING_PATHWAY","T-Cell antigen Receptor (TCR)  Signaling Pathway"
"WP_TCELL_RECEPTOR_AND_COSTIMULATORY_SIGNALING","T-Cell Receptor and Co-stimulatory Signaling"
"WP_TFS_REGULATE_MIRNAS_RELATED_TO_CARDIAC_HYPERTROPHY","TFs Regulate miRNAs related to cardiac hypertrophy"
"WP_TGFB_SIGNALING_IN_THYROID_CELLS_FOR_EPITHELIALMESENCHYMAL_TRANSITION","TGF-B Signaling in Thyroid Cells for Epithelial-Mesenchymal Transition"
"WP_TGFBETA_RECEPTOR_SIGNALING","TGF-beta Receptor Signaling"
"WP_TGFBETA_RECEPTOR_SIGNALLING_IN_SKELETAL_DYSPLASIAS","TGF-beta Receptor Signalling in Skeletal Dysplasias"
"WP_TGFBETA_SIGNALING_PATHWAY","TGF-beta Signaling Pathway"
"WP_TGIF_DISRUPTION_OF_SHH_SIGNALING","Tgif disruption of Shh signaling"
"WP_THE_ALTERNATIVE_PATHWAY_OF_FETAL_ANDROGEN_SYNTHESIS","The alternative pathway of fetal androgen synthesis"
"WP_THE_EFFECT_OF_PROGERIN_ON_THE_INVOLVED_GENES_IN_HUTCHINSONGILFORD_PROGERIA_SYNDROME","The effect of progerin on the involved genes in Hutchinson-Gilford Progeria Syndrome"
"WP_THE_HUMAN_IMMUNE_RESPONSE_TO_TUBERCULOSIS","The human immune response to tuberculosis"
"WP_THE_INFLUENCE_OF_LAMINOPATHIES_ON_WNT_SIGNALING"," The influence of laminopathies on Wnt signaling"
"WP_THE_OVERLAP_BETWEEN_SIGNAL_TRANSDUCTION_PATHWAYS_THAT_CONTRIBUTE_TO_A_RANGE_OF_LMNA_LAMINOPATHIES","The Overlap Between Signal Transduction Pathways that Contribute to a Range of LMNA Laminopathies"
"WP_THERMOGENESIS","Thermogenesis"
"WP_THIAMINE_METABOLIC_PATHWAYS","Thiamine metabolic pathways"
"WP_THYMIC_STROMAL_LYMPHOPOIETIN_TSLP_SIGNALING_PATHWAY","Thymic Stromal LymphoPoietin (TSLP) Signaling Pathway"
"WP_THYROID_HORMONES_PRODUCTION_AND_THEIR_PERIPHERAL_DOWNSTREAM_SIGNALLING_EFFECTS","Thyroid hormones production and their peripheral downstream signalling effects"
"WP_THYROXINE_THYROID_HORMONE_PRODUCTION","Thyroxine (Thyroid Hormone) Production"
"WP_TLR4_SIGNALING_AND_TOLERANCE","TLR4 Signaling and Tolerance"
"WP_TNF_ALPHA_SIGNALING_PATHWAY","TNF alpha Signaling Pathway"
"WP_TNF_RELATED_WEAK_INDUCER_OF_APOPTOSIS_TWEAK_SIGNALING_PATHWAY","TNF related weak inducer of apoptosis (TWEAK) Signaling Pathway"
"WP_TOLLLIKE_RECEPTOR_SIGNALING_PATHWAY","Toll-like Receptor Signaling Pathway"
"WP_TOLLLIKE_RECEPTOR_SIGNALING_RELATED_TO_MYD88","Toll-like Receptor Signaling related to MyD88"
"WP_TP53_NETWORK","TP53 Network"
"WP_TRANSCRIPTION_COFACTORS_SKI_AND_SKIL_PROTEIN_PARTNERS","Transcription co-factors SKI and SKIL protein partners"
"WP_TRANSCRIPTION_FACTOR_REGULATION_IN_ADIPOGENESIS","Transcription factor regulation in adipogenesis"
"WP_TRANSCRIPTIONAL_CASCADE_REGULATING_ADIPOGENESIS","Transcriptional cascade regulating adipogenesis"
"WP_TRANSLATION_FACTORS","Translation Factors"
"WP_TRANSLATION_INHIBITORS_IN_CHRONICALLY_ACTIVATED_PDGFRA_CELLS","Translation inhibitors in chronically activated PDGFRA cells"
"WP_TRANSSULFURATION_AND_ONE_CARBON_METABOLISM","Trans-sulfuration and one carbon metabolism"
"WP_TRANSSULFURATION_PATHWAY","Trans-sulfuration pathway"
"WP_TRIACYLGLYCERIDE_SYNTHESIS","Triacylglyceride Synthesis"
"WP_TRYPTOPHAN_CATABOLISM_LEADING_TO_NAD_PRODUCTION","Tryptophan catabolism leading to NAD+ production"
"WP_TRYPTOPHAN_METABOLISM","Tryptophan metabolism"
"WP_TUMOR_SUPPRESSOR_ACTIVITY_OF_SMARCB1","Tumor suppressor activity of SMARCB1"
"WP_TYPE_2_PAPILLARY_RENAL_CELL_CARCINOMA","Type 2 papillary renal cell carcinoma"
"WP_TYPE_I_COLLAGEN_SYNTHESIS_IN_THE_CONTEXT_OF_OSTEOGENESIS_IMPERFECTA","Type I collagen synthesis in the context of Osteogenesis imperfecta"
"WP_TYPE_I_INTERFERON_INDUCTION_AND_SIGNALING_DURING_SARSCOV2_INFECTION","Type I Interferon Induction and Signaling During SARS-CoV-2 Infection"
"WP_TYPE_II_DIABETES_MELLITUS","Type II diabetes mellitus"
"WP_TYPE_II_INTERFERON_SIGNALING_IFNG","Type II interferon signaling (IFNG)"
"WP_TYPE_III_INTERFERON_SIGNALING","Type III interferon signaling"
"WP_TYROBP_CAUSAL_NETWORK","TYROBP Causal Network"
"WP_ULTRACONSERVED_REGION_339_MODULATION_OF_TUMOR_SUPPRESSOR_MICRORNAS_IN_CANCER","Ultraconserved region 339 modulation of tumor suppressor microRNAs in cancer"
"WP_UNFOLDED_PROTEIN_RESPONSE","Unfolded protein response"
"WP_UREA_CYCLE_AND_ASSOCIATED_PATHWAYS","Urea cycle and associated pathways"
"WP_UREA_CYCLE_AND_METABOLISM_OF_AMINO_GROUPS","Urea cycle and metabolism of amino groups"
"WP_UREA_CYCLE_AND_RELATED_DISEASES","Urea cycle and related diseases"
"WP_VALPROIC_ACID_PATHWAY","Valproic acid pathway"
"WP_VEGFAVEGFR2_SIGNALING_PATHWAY","VEGFA-VEGFR2 Signaling Pathway"
"WP_VIRAL_ACUTE_MYOCARDITIS","Viral Acute Myocarditis"
"WP_VITAMIN_A_AND_CAROTENOID_METABOLISM","Vitamin A and Carotenoid Metabolism"
"WP_VITAMIN_B12_DISORDERS","Vitamin B12 Disorders"
"WP_VITAMIN_B12_METABOLISM","Vitamin B12 Metabolism"
"WP_VITAMIN_B6DEPENDENT_AND_RESPONSIVE_DISORDERS","Vitamin B6-dependent and responsive disorders"
"WP_VITAMIN_D_IN_INFLAMMATORY_DISEASES","Vitamin D in inflammatory diseases"
"WP_VITAMIN_D_METABOLISM","Vitamin D Metabolism"
"WP_VITAMIN_D_RECEPTOR_PATHWAY","Vitamin D Receptor Pathway"
"WP_VITAMIN_DSENSITIVE_CALCIUM_SIGNALING_IN_DEPRESSION","Vitamin D-sensitive calcium signaling in depression"
"WP_WHITE_FAT_CELL_DIFFERENTIATION","White fat cell differentiation"
"WP_WNT_SIGNALING","Wnt Signaling"
"WP_WNT_SIGNALING_IN_KIDNEY_DISEASE","Wnt Signaling in Kidney Disease"
"WP_WNT_SIGNALING_PATHWAY_AND_PLURIPOTENCY","Wnt Signaling Pathway and Pluripotency"
"WP_WNT_SIGNALING_PATHWAY_NETPATH","Wnt Signaling Pathway (Netpath)"
"WP_WNTBETACATENIN_SIGNALING_PATHWAY_IN_LEUKEMIA","Wnt/beta-catenin Signaling Pathway in Leukemia"
"WP_ZINC_HOMEOSTASIS","Zinc homeostasis"
"WU_ALZHEIMER_DISEASE_DN","Genes down-regulated in brain endothelial cells from patients with Alzheimer disease."
"WU_ALZHEIMER_DISEASE_UP","Genes up-regulated in brain endothelial cells from patients with Alzheimer disease."
"WU_APOPTOSIS_BY_CDKN1A_NOT_VIA_TP53","Genes downstream of CDKN1A [GeneID=1026] in a TP53 [GeneID=7157] independent pathway in 2774qw1 cells (ovarian cancer)."
"WU_APOPTOSIS_BY_CDKN1A_VIA_TP53","Genes downstream of both CDKN1A and TP53 [GeneID=1026;7157] in 2774qw1 cells (ovarian cancer)."
"WU_CELL_MIGRATION","Genes associated with migration rate of 40 human bladder cancer cells."
"WU_HBX_TARGETS_1_DN","Genes down-regulated by expression of HBV X protein (HBVgp3) [GeneID=944566] in SK-Hep-1 cells (hepatocellular carcinoma)."
"WU_HBX_TARGETS_1_UP","Genes up-regulated by expression of HBV X protein (HBVgp3) [GeneID=944566] in SK-Hep-1 cells (hepatocellular carcinoma)."
"WU_HBX_TARGETS_2_DN","Genes down-regulated by expression of HBV X protein (HBVgp3) [GeneID=944566] in primary hepatocytes."
"WU_HBX_TARGETS_2_UP","Genes up-regulated by expression of HBV X protein (HBVgp3) [GeneID=944566] in primary hepatocytes."
"WU_HBX_TARGETS_3_DN","Genes down-regulated by expression of HBV X protein (HBVgp3) [GeneID=944566] both in SK-Hep-1 cells (hepatocellular carcinoma) and normal primary hepatocytes."
"WU_HBX_TARGETS_3_UP","Genes up-regulated by expression of HBV X protein (HBVgp3) [GeneID=944566] both in SK-Hep-1 cells (hepatocellular carcinoma) and normal primary hepatocytes."
"WU_SILENCED_BY_METHYLATION_IN_BLADDER_CANCER","Genes silenced by DNA methylation in bladder cancer cell lines."
"WUNDER_INFLAMMATORY_RESPONSE_AND_CHOLESTEROL_DN","Genes down-regulated in gastric mucosal tissue of mice on 2% cholesterol [PubChem=5997] diet and infected with H. pylori vs those infected with H. pylori while on 0% cholesterol diet."
"WUNDER_INFLAMMATORY_RESPONSE_AND_CHOLESTEROL_UP","Genes up-regulated in gastric mucosal tissue of mice on 2% cholesterol [PubChem=5997] diet and infected with H. pylori vs those infected with H. pylori while on 0% cholesterol diet."
"XU_AKT1_TARGETS_48HR","Genes up-regulated in DU-145 cells (prostate cancer) expressing a dominant negative form of AKT1 [GeneID=207] upon sham-treatment for 48 h (as a control for the HGF [GeneID=3082] experiments)."
"XU_AKT1_TARGETS_6HR","Genes up-regulated in DU-145 cells (prostate cancer) expressing a dominant negative form of AKT1 [GeneID=207] upon sham-treatment for 6 h (as a control for the HGF [GeneID=3082] experiments)."
"XU_CREBBP_TARGETS_DN","Genes down-regulated in pro-B lymphocytes after knockout of CREBBP [GeneID=1387]."
"XU_CREBBP_TARGETS_UP","Genes up-regulated in pro-B lymphocytes after knockout of CREBBP [GeneID=1387]."
"XU_GH1_AUTOCRINE_TARGETS_DN","Genes down-regulated in MFCF-7 cells (breast cancer) upon stable autocrine expression of HG1 [GeneID=2688]."
"XU_GH1_AUTOCRINE_TARGETS_UP","Genes up-regulated in MFCF-7 cells (breast cancer) upon stable autocrine expression of HG1 [GeneID=2688]."
"XU_GH1_EXOGENOUS_TARGETS_DN","Genes down-regulated in MFCF-7 cells (breast cancer) by exogenous HG1 [GeneID=2688]."
"XU_GH1_EXOGENOUS_TARGETS_UP","Genes up-regulated in MFCF-7 cells (breast cancer) by exogenous HG1 [GeneID=2688]."
"XU_HGF_SIGNALING_NOT_VIA_AKT1_48HR_DN","Genes down-regulated in DU-145 cells (prostate cancer) in the absence and presence of a dominant negative form of AKT1 [GeneID=207] upon exposure to HGF [GeneID=3082] for 48 h."
"XU_HGF_SIGNALING_NOT_VIA_AKT1_48HR_UP","Genes up-regulated in DU-145 cells (prostate cancer) in the absence and presence of a dominant negative form of AKT1 [GeneID=207] upon exposure to HGF [GeneID=3082] for 48 h."
"XU_HGF_SIGNALING_NOT_VIA_AKT1_6HR","Genes changed similarly in DU-145 cells (prostate cancer) in the absence and presence of a dominant negative form of AKT1 [GeneID=207] upon exposure to HGF [GeneID=3082] for 6 h."
"XU_HGF_TARGETS_INDUCED_BY_AKT1_48HR_DN","Genes down-regulated in DU-145 cells (prostate cancer) in the absence but not in the presence of a dominant negative form of AKT1 [GeneID=207] upon exposure to HGF [GeneID=3082] for 48 h."
"XU_HGF_TARGETS_INDUCED_BY_AKT1_48HR_UP","Genes up-regulated in DU-145 cells (prostate cancer) in the absence but not in the presence of a dominant negative form of AKT1 [GeneID=207] upon exposure to HGF [GeneID=3082] for 48 h."
"XU_HGF_TARGETS_INDUCED_BY_AKT1_6HR","Genes changed in DU-145 cells (prostate cancer) in the absence but not presence of a dominant negative form of AKT1 [GeneID=207] upon exposure to HGF [GeneID=3082] for 6 h."
"XU_HGF_TARGETS_REPRESSED_BY_AKT1_DN","Genes down-regulated in DU-145 cells (prostate cancer) in the presence but not in the absence of a dominant negative form of AKT1 [GeneID=207] upon exposure to HGF [GeneID=3082] for 48 h."
"XU_HGF_TARGETS_REPRESSED_BY_AKT1_UP","Genes up-regulated in DU-145 cells (prostate cancer) in the presence but not in the absence of a dominant negative form of AKT1 [GeneID=207] upon exposure to HGF [GeneID=3082] for 48 h."
"XU_RESPONSE_TO_TRETINOIN_AND_NSC682994_DN","Genes down-regulated synergistically in NB4 cells (acute promyelocytic leukemia, APL) by tretinoin and NSC682994 [PubChem=444795;388304]."
"XU_RESPONSE_TO_TRETINOIN_AND_NSC682994_UP","Genes up-regulated synergistically in NB4 cells (acute promyelocytic leukemia, APL) by tretinoin and NSC682994 [PubChem=444795;388304]."
"XU_RESPONSE_TO_TRETINOIN_DN","Genes down-regulated in NB4 cells (acute promyelocytic leukemia, APL) by tretinoin [PubChem=444795] alone."
"XU_RESPONSE_TO_TRETINOIN_UP","Genes up-regulated in NB4 cells (acute promyelocytic leukemia, APL) by tretinoin [PubChem=444795] alone."
"YAGI_AML_FAB_MARKERS","Genes specifically expressed in FAB subtypes M2, M4, M5 and M7 of pediatric AML (acute myeloid leukemia)."
"YAGI_AML_RELAPSE_PROGNOSIS","Genes associated with clinical prognosis of pediatric AML (acute myeloid leukemia): good prognosis=no relapse > 3 years; poor prognosis=relapse < 1 year or no response to therapy."
"YAGI_AML_SURVIVAL","Genes differentially expressed in pediatric AML (acute myeloid leukemia) samples from patients with good survival (>3 years without relapse) compared to those with poor survival (relapsed within one year after treatment)."
"YAGI_AML_WITH_11Q23_REARRANGED","Genes specifically expressed in samples from patients with pediatric acute myeloid leukemia (AML) bearing 11q23 rearrangements."
"YAGI_AML_WITH_INV_16_TRANSLOCATION","Genes specifically expressed in samples from patients with pediatric acute myeloid leukemia (AML) bearing inv(16) translocation."
"YAGI_AML_WITH_T_8_21_TRANSLOCATION","Genes specifically expressed in samples from patients with pediatric AML (acute myeloid leukemia ) bearing t(8;21) translocation."
"YAGI_AML_WITH_T_9_11_TRANSLOCATION","Genes specifically expressed in samples from patients with pediatric acute myeloid leukemia (AML) bearing t(9;11) translocation."
"YAGUE_PRETUMOR_DRUG_RESISTANCE_DN","Down-regulated genes common to all pretumorigenic cells with acquired drug resistance."
"YAGUE_PRETUMOR_DRUG_RESISTANCE_UP","Up-regulated genes common to all pretumorigenic cells with acquired drug resistance."
"YAMANAKA_GLIOBLASTOMA_SURVIVAL_DN","Genes whose expression most strongly and consistently associated with the short term survival of patients with high grade glioma tumors."
"YAMANAKA_GLIOBLASTOMA_SURVIVAL_UP","Genes whose expression most strongly and consistently associated with the long term survival of patients with high grade glioma tumors."
"YAMASHITA_LIVER_CANCER_STEM_CELL_DN","Genes down-regulated in hepatocellular carcinoma (HCC) cells with hepatic stem cell properties."
"YAMASHITA_LIVER_CANCER_STEM_CELL_UP","Genes up-regulated in hepatocellular carcinoma (HCC) cells with hepatic stem cell properties."
"YAMASHITA_LIVER_CANCER_WITH_EPCAM_DN","Down-regulated genes distinguishing hepatocellular carcinoma (HCC) samples positive for EPCAM [GeneID=4072] from the negative ones."
"YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP","Up-regulated genes distinguishing hepatocellular carcinoma (HCC) samples positive for EPCAM [GeneID=4072] from the negative ones."
"YAMASHITA_METHYLATED_IN_PROSTATE_CANCER","Genes up-regulated in prostate cancer cell lines after treatment with 5-aza-2'-deoxycytidine (decitabine) [PubChem=451668]."
"YAMASHITA_SILENCED_BY_METHYLATION","Genes silenced by DNA methylation in prostate cancer cell lines."
"YAMAZAKI_TCEB3_TARGETS_DN","Genes down-regulated in embryonic stem cells from TCEB3 [GeneID=6924] knockout mice."
"YAMAZAKI_TCEB3_TARGETS_UP","Genes up-regulated in embryonic stem cells from TCEB3 [GeneID=6924] knockout mice."
"YAN_ESCAPE_FROM_ANOIKIS","Genes up-regulated in IEC-18 cells (intestinal epithelial cells) which avoided anoikis (a form of apoptosis) after detachment."
"YANAGIHARA_ESX1_TARGETS","Genes down-regulated in U2-OS Tet-On cells (osteosarcoma) after induction of ESX1 [GeneID=80712] expression."
"YANAGISAWA_LUNG_CANCER_RECURRENCE","Genes defining a 25-signal proteomic signature associated with a high risk of cancer recurrence and poor survival of NSCLC (non-small cell lung cancer) patients."
"YANG_BCL3_TARGETS_DN","Genes down-regulated in neonatal cardiac myocytes upon knockdown of BCL3 [GeneID=602] by RNAi."
"YANG_BCL3_TARGETS_UP","Genes up-regulated in neonatal cardiac myocytes upon knockdown of BCL3 [GeneID=602] by RNAi."
"YANG_BREAST_CANCER_ESR1_BULK_DN","Genes down-regulated in bulk samples from early primary breast tumors expressing ESR1 [GeneID=2099] vs the ESR1 negative samples."
"YANG_BREAST_CANCER_ESR1_BULK_UP","Genes up-regulated in bulk samples from early primary breast tumors expressing ESR1 [GeneID=2099] vs the ESR1 negative samples."
"YANG_BREAST_CANCER_ESR1_DN","Genes down-regulated in early primary breast tumors expressing ESR1 [GeneID=2099] vs the ESR1 negative ones."
